Time: 08.07.2022 13:57:23;;;
Team: test;;;
Athlete name: Lasse I;;;
Device: NORDIC07;;;
Comment: ;;;
#SampleTime[s];Force_left[N];Force_right[N];
121.350;180.92;-0.14;
121.360;180.81;-0.07;
121.370;180.65;0.17;
121.380;180.57;0.25;
121.390;180.34;0.21;
121.400;180.16;0.47;
121.410;179.62;1.08;
121.420;179.49;1.15;
121.430;179.70;0.71;
121.440;180.29;0.47;
121.450;180.57;0.25;
121.460;180.67;0.13;
121.470;181.10;-0.45;
121.480;181.39;-0.71;
121.490;181.81;-0.86;
121.500;181.66;-0.84;
121.510;181.44;-0.68;
121.520;181.05;-0.56;
121.530;180.67;-0.53;
121.540;180.41;-0.22;
121.550;180.18;-0.16;
121.560;179.89;-0.11;
121.570;179.58;0.10;
121.580;179.09;0.07;
121.590;178.75;0.31;
121.600;178.21;0.73;
121.610;177.52;1.17;
121.620;177.41;1.05;
121.630;177.37;1.01;
121.640;177.69;0.46;
121.650;177.82;0.22;
121.660;177.89;0.13;
121.670;178.17;-0.25;
121.680;178.51;-0.48;
121.690;178.67;-0.98;
121.700;178.57;-0.75;
121.710;177.96;-0.70;
121.720;177.76;-0.52;
121.730;177.57;-0.34;
121.740;177.25;-0.28;
121.750;177.11;-0.16;
121.760;176.78;0.01;
121.770;176.69;0.12;
121.780;176.26;0.19;
121.790;176.02;0.48;
121.800;175.70;0.55;
121.810;175.18;1.05;
121.820;175.15;1.00;
121.830;175.40;0.96;
121.840;175.70;0.61;
121.850;176.15;0.22;
121.860;176.32;0.12;
121.870;176.82;-0.32;
121.880;177.31;-0.64;
121.890;177.63;-0.93;
121.900;177.81;-0.82;
121.910;177.53;-0.72;
121.920;177.39;-0.65;
121.930;177.48;-0.62;
121.940;177.36;-0.31;
121.950;177.33;-0.25;
121.960;177.46;-0.06;
121.970;177.37;0.15;
121.980;177.72;0.07;
121.990;177.53;0.27;
122.000;177.38;0.49;
122.010;177.13;0.93;
122.020;177.15;1.16;
122.030;177.73;0.72;
122.040;178.35;0.37;
122.050;178.76;0.39;
122.060;179.23;-0.00;
122.070;179.82;-0.16;
122.080;180.18;-0.48;
122.090;180.97;-0.71;
122.100;181.04;-0.80;
122.110;180.78;-0.82;
122.120;180.72;-0.59;
122.130;180.80;-0.54;
122.140;180.44;-0.05;
122.150;180.36;-0.14;
122.160;180.23;-0.17;
122.170;180.08;0.09;
122.180;179.99;0.35;
122.190;179.61;0.49;
122.200;179.46;0.60;
122.210;178.95;0.97;
122.220;178.54;1.05;
122.230;178.83;0.82;
122.240;179.24;0.51;
122.250;179.49;0.23;
122.260;179.59;-0.07;
122.270;179.91;-0.30;
122.280;180.42;-0.78;
122.290;180.39;-0.85;
122.300;180.44;-0.91;
122.310;180.27;-0.96;
122.320;180.06;-0.53;
122.330;179.56;-0.29;
122.340;179.61;-0.46;
122.350;179.42;-0.27;
122.360;179.07;-0.10;
122.370;179.13;-0.05;
122.380;179.03;0.26;
122.390;178.91;0.35;
122.400;178.49;0.51;
122.410;178.30;0.99;
122.420;178.01;1.10;
122.430;178.54;0.90;
122.440;179.00;0.53;
122.450;179.39;0.14;
122.460;179.76;0.21;
122.470;180.16;-0.28;
122.480;180.73;-0.73;
122.490;180.87;-0.91;
122.500;181.02;-0.90;
122.510;180.76;-0.75;
122.520;180.57;-0.63;
122.530;180.42;-0.59;
122.540;180.18;-0.35;
122.550;180.04;-0.16;
122.560;179.85;-0.23;
122.570;179.77;-0.02;
122.580;179.42;0.22;
122.590;179.20;0.37;
122.600;178.97;0.60;
122.610;178.56;0.86;
122.620;178.35;0.88;
122.630;178.29;0.77;
122.640;179.04;0.50;
122.650;179.32;0.35;
122.660;179.34;0.19;
122.670;179.93;-0.17;
122.680;180.31;-0.76;
122.690;180.64;-0.86;
122.700;180.64;-0.90;
122.710;180.51;-0.71;
122.720;180.35;-0.47;
122.730;180.21;-0.58;
122.740;180.00;-0.33;
122.750;179.89;-0.30;
122.760;179.94;-0.18;
122.770;179.55;0.12;
122.780;179.49;0.15;
122.790;179.20;0.12;
122.800;178.97;0.56;
122.810;178.73;1.03;
122.820;178.36;1.19;
122.830;178.82;0.96;
122.840;179.20;0.56;
122.850;179.54;0.50;
122.860;179.84;0.23;
122.870;180.09;-0.14;
122.880;180.57;-0.66;
122.890;180.98;-0.90;
122.900;181.09;-0.97;
122.910;181.06;-0.93;
122.920;180.79;-0.59;
122.930;180.46;-0.48;
122.940;180.51;-0.24;
122.950;180.53;-0.13;
122.960;180.34;-0.09;
122.970;180.28;0.06;
122.980;180.18;0.23;
122.990;179.96;0.36;
123.000;179.72;0.68;
123.010;179.43;0.79;
123.020;179.24;1.13;
123.030;179.64;1.08;
123.040;180.36;0.52;
123.050;180.61;0.43;
123.060;181.26;0.04;
123.070;181.82;-0.27;
123.080;182.12;-0.63;
123.090;182.66;-0.80;
123.100;182.81;-0.91;
123.110;182.77;-0.88;
123.120;182.56;-0.57;
123.130;182.37;-0.57;
123.140;182.40;-0.44;
123.150;182.26;-0.31;
123.160;182.23;-0.11;
123.170;182.08;0.16;
123.180;181.88;0.08;
123.190;181.73;0.26;
123.200;181.50;0.63;
123.210;181.19;0.94;
123.220;180.89;1.16;
123.230;181.43;0.88;
123.240;181.87;0.49;
123.250;182.23;0.27;
123.260;182.50;0.26;
123.270;182.94;-0.22;
123.280;183.48;-0.77;
123.290;183.77;-0.94;
123.300;183.91;-0.93;
123.310;183.36;-0.61;
123.320;183.43;-0.73;
123.330;183.13;-0.56;
123.340;182.82;-0.29;
123.350;182.70;-0.31;
123.360;182.56;-0.11;
123.370;182.37;0.08;
123.380;181.91;0.20;
123.390;181.97;0.47;
123.400;181.34;0.70;
123.410;180.89;0.87;
123.420;180.52;1.09;
123.430;180.82;0.80;
123.440;181.33;0.42;
123.450;181.48;0.35;
123.460;181.81;0.11;
123.470;181.97;-0.28;
123.480;182.61;-0.65;
123.490;183.03;-0.85;
123.500;182.75;-0.90;
123.510;182.46;-0.76;
123.520;182.31;-0.47;
123.530;182.10;-0.61;
123.540;181.84;-0.30;
123.550;181.66;-0.27;
123.560;181.65;-0.25;
123.570;181.27;-0.07;
123.580;181.05;0.11;
123.590;180.72;0.23;
123.600;180.41;0.48;
123.610;179.97;1.04;
123.620;179.77;1.02;
123.630;179.98;0.81;
123.640;180.35;0.42;
123.650;180.60;0.38;
123.660;180.79;0.01;
123.670;181.24;-0.41;
123.680;181.42;-0.70;
123.690;181.78;-0.82;
123.700;181.48;-0.94;
123.710;181.44;-0.74;
123.720;181.18;-0.63;
123.730;180.74;-0.54;
123.740;180.82;-0.17;
123.750;180.57;-0.29;
123.760;180.40;0.08;
123.770;180.22;-0.13;
123.780;179.98;0.19;
123.790;179.81;0.40;
123.800;179.56;0.44;
123.810;179.20;0.91;
123.820;178.94;0.98;
123.830;179.30;0.87;
123.840;180.08;0.36;
123.850;180.23;0.44;
123.860;180.63;0.27;
123.870;181.10;-0.21;
123.880;181.44;-0.76;
123.890;181.76;-0.95;
123.900;181.78;-0.87;
123.910;181.71;-0.72;
123.920;181.32;-0.68;
123.930;181.20;-0.55;
123.940;180.96;-0.25;
123.950;180.67;-0.13;
123.960;180.50;-0.06;
123.970;180.12;-0.10;
123.980;179.72;0.31;
123.990;179.37;0.41;
124.000;179.13;0.40;
124.010;178.59;0.76;
124.020;178.23;1.14;
124.030;178.42;0.93;
124.040;178.59;0.50;
124.050;178.90;0.25;
124.060;179.07;0.10;
124.070;179.43;-0.27;
124.080;179.66;-0.69;
124.090;179.81;-0.81;
124.100;179.98;-0.81;
124.110;179.50;-0.73;
124.120;179.17;-0.69;
124.130;178.78;-0.42;
124.140;178.34;-0.29;
124.150;178.30;-0.30;
124.160;177.89;-0.16;
124.170;177.40;0.07;
124.180;177.21;0.19;
124.190;176.99;0.25;
124.200;176.65;0.47;
124.210;175.77;0.97;
124.220;175.50;1.17;
124.230;175.77;0.89;
124.240;176.30;0.60;
124.250;176.49;0.33;
124.260;176.38;0.14;
124.270;176.77;-0.15;
124.280;177.15;-0.66;
124.290;177.41;-0.94;
124.300;177.47;-0.87;
124.310;177.15;-0.68;
124.320;176.72;-0.64;
124.330;176.42;-0.41;
124.340;176.02;-0.30;
124.350;175.98;-0.28;
124.360;175.81;0.10;
124.370;175.47;0.01;
124.380;175.10;0.17;
124.390;174.81;0.37;
124.400;174.52;0.53;
124.410;174.16;0.88;
124.420;173.93;1.01;
124.430;174.11;1.03;
124.440;174.68;0.42;
124.450;174.81;0.14;
124.460;174.91;0.19;
124.470;175.48;-0.29;
124.480;176.03;-0.59;
124.490;176.33;-0.80;
124.500;176.55;-0.89;
124.510;176.34;-0.77;
124.520;176.07;-0.57;
124.530;175.96;-0.55;
124.540;175.99;-0.32;
124.550;175.88;-0.10;
124.560;175.76;-0.14;
124.570;175.56;0.05;
124.580;175.56;0.11;
124.590;175.59;0.28;
124.600;175.27;0.60;
124.610;174.94;0.99;
124.620;174.63;1.09;
124.630;175.20;0.96;
124.640;175.51;0.50;
124.650;175.81;0.27;
124.660;176.28;0.21;
124.670;176.75;-0.36;
124.680;177.42;-0.73;
124.690;177.70;-0.79;
124.700;178.01;-0.94;
124.710;177.75;-0.89;
124.720;177.52;-0.70;
124.730;177.37;-0.54;
124.740;177.24;-0.21;
124.750;177.06;-0.17;
124.760;176.94;-0.19;
124.770;176.88;-0.04;
124.780;176.48;0.24;
124.790;176.20;0.42;
124.800;175.71;0.60;
124.810;175.36;0.89;
124.820;174.89;1.04;
124.830;174.93;0.89;
124.840;175.39;0.53;
124.850;175.39;0.43;
124.860;175.48;0.09;
124.870;175.77;-0.26;
124.880;175.77;-0.55;
124.890;175.73;-0.88;
124.900;175.70;-0.90;
124.910;175.26;-0.87;
124.920;174.89;-0.73;
124.930;174.41;-0.59;
124.940;174.14;-0.21;
124.950;173.67;-0.12;
124.960;173.17;-0.15;
124.970;172.67;0.01;
124.980;172.35;0.26;
124.990;171.73;0.40;
125.000;171.06;0.50;
125.010;170.49;0.95;
125.020;169.75;1.11;
125.030;169.71;1.07;
125.040;169.86;0.55;
125.050;169.83;0.34;
125.060;169.48;0.21;
125.070;169.74;-0.28;
125.080;169.63;-0.49;
125.090;169.68;-0.73;
125.100;169.40;-0.98;
125.110;168.97;-0.87;
125.120;168.57;-0.76;
125.130;167.91;-0.50;
125.140;167.52;-0.30;
125.150;167.12;-0.25;
125.160;166.75;0.05;
125.170;166.23;0.07;
125.180;166.04;0.16;
125.190;165.57;0.26;
125.200;165.07;0.56;
125.210;164.36;0.94;
125.220;164.15;0.95;
125.230;164.39;0.84;
125.240;164.70;0.52;
125.250;164.83;0.22;
125.260;165.16;0.20;
125.270;165.38;-0.24;
125.280;165.86;-0.70;
125.290;166.15;-0.89;
125.300;166.16;-0.90;
125.310;165.92;-0.68;
125.320;165.44;-0.65;
125.330;165.70;-0.51;
125.340;165.50;-0.29;
125.350;165.32;-0.31;
125.360;165.21;-0.19;
125.370;165.32;-0.02;
125.380;165.04;0.04;
125.390;164.86;0.39;
125.400;164.78;0.48;
125.410;164.52;0.83;
125.420;164.51;1.03;
125.430;164.61;0.97;
125.440;165.32;0.56;
125.450;165.79;0.13;
125.460;165.96;0.21;
125.470;166.65;-0.21;
125.480;167.16;-0.47;
125.490;167.48;-0.74;
125.500;167.89;-0.95;
125.510;167.88;-0.88;
125.520;167.72;-0.66;
125.530;167.57;-0.59;
125.540;167.52;-0.32;
125.550;167.45;-0.17;
125.560;167.39;-0.19;
125.570;167.26;-0.02;
125.580;167.13;0.26;
125.590;167.17;0.50;
125.600;166.99;0.56;
125.610;166.67;0.91;
125.620;166.45;1.01;
125.630;166.88;1.04;
125.640;167.68;0.57;
125.650;167.85;0.26;
125.660;168.27;0.11;
125.670;168.57;-0.16;
125.680;169.03;-0.55;
125.690;169.45;-0.93;
125.700;169.26;-0.90;
125.710;169.12;-0.73;
125.720;168.75;-0.54;
125.730;168.51;-0.52;
125.740;168.16;-0.36;
125.750;167.77;-0.21;
125.760;167.38;-0.05;
125.770;167.00;0.01;
125.780;166.67;0.19;
125.790;166.24;0.27;
125.800;165.59;0.61;
125.810;164.92;0.86;
125.820;164.49;1.06;
125.830;164.23;1.00;
125.840;164.36;0.50;
125.850;164.54;0.35;
125.860;164.36;0.10;
125.870;164.45;-0.28;
125.880;164.61;-0.60;
125.890;164.51;-0.77;
125.900;164.12;-0.92;
125.910;163.58;-0.78;
125.920;162.96;-0.60;
125.930;162.34;-0.56;
125.940;162.01;-0.36;
125.950;161.36;-0.25;
125.960;160.84;-0.22;
125.970;160.43;0.06;
125.980;159.77;0.08;
125.990;159.23;0.36;
126.000;158.72;0.71;
126.010;157.85;0.96;
126.020;157.30;1.09;
126.030;157.28;0.89;
126.040;157.36;0.61;
126.050;157.49;0.22;
126.060;157.46;0.07;
126.070;157.60;-0.20;
126.080;157.87;-0.50;
126.090;157.90;-0.95;
126.100;157.68;-0.90;
126.110;157.26;-0.73;
126.120;156.89;-0.66;
126.130;156.51;-0.51;
126.140;156.16;-0.32;
126.150;155.77;-0.18;
126.160;155.51;-0.16;
126.170;155.26;0.11;
126.180;154.66;0.23;
126.190;154.44;0.27;
126.200;153.96;0.51;
126.210;153.45;0.99;
126.220;153.18;0.99;
126.230;153.29;0.89;
126.240;153.75;0.58;
126.250;153.77;0.41;
126.260;154.05;0.30;
126.270;154.36;-0.28;
126.280;154.81;-0.59;
126.290;154.92;-0.67;
126.300;154.94;-0.83;
126.310;154.89;-0.75;
126.320;154.32;-0.50;
126.330;154.24;-0.43;
126.340;154.09;-0.21;
126.350;153.87;-0.15;
126.360;153.52;-0.10;
126.370;153.07;0.05;
126.380;152.80;0.33;
126.390;152.39;0.35;
126.400;151.81;0.44;
126.410;151.16;0.88;
126.420;150.81;1.13;
126.430;150.79;0.97;
126.440;150.91;0.59;
126.450;150.97;0.35;
126.460;150.74;0.13;
126.470;151.01;0.01;
126.480;151.23;-0.58;
126.490;151.07;-0.84;
126.500;150.82;-0.86;
126.510;150.32;-0.86;
126.520;149.66;-0.66;
126.530;148.79;-0.43;
126.540;148.17;-0.24;
126.550;147.55;-0.21;
126.560;147.07;-0.07;
126.570;146.24;0.02;
126.580;145.47;0.32;
126.590;144.65;0.25;
126.600;143.75;0.57;
126.610;142.74;0.84;
126.620;141.66;0.90;
126.630;141.29;0.83;
126.640;140.95;0.50;
126.650;140.55;0.31;
126.660;139.89;0.06;
126.670;139.71;-0.31;
126.680;139.12;-0.59;
126.690;138.74;-0.77;
126.700;138.00;-1.01;
126.710;136.65;-0.78;
126.720;135.68;-0.65;
126.730;134.46;-0.42;
126.740;133.53;-0.28;
126.750;132.39;-0.29;
126.760;131.36;-0.16;
126.770;130.20;0.00;
126.780;129.15;0.08;
126.790;128.21;0.40;
126.800;126.92;0.46;
126.810;125.40;0.96;
126.820;124.50;1.15;
126.830;123.83;0.85;
126.840;123.17;0.64;
126.850;122.67;0.23;
126.860;121.81;0.14;
126.870;121.36;-0.27;
126.880;121.11;-0.51;
126.890;120.55;-0.94;
126.900;119.51;-0.90;
126.910;118.53;-0.76;
126.920;117.41;-0.60;
126.930;116.32;-0.43;
126.940;115.04;-0.39;
126.950;113.96;-0.21;
126.960;113.34;-0.11;
126.970;112.11;-0.03;
126.980;110.88;0.24;
126.990;109.84;0.43;
127.000;108.93;0.45;
127.010;107.76;0.71;
127.020;106.73;1.03;
127.030;106.31;0.96;
127.040;106.00;0.38;
127.050;105.42;0.24;
127.060;105.05;0.09;
127.070;104.70;-0.34;
127.080;104.28;-0.61;
127.090;104.06;-0.91;
127.100;103.59;-0.93;
127.110;102.61;-0.81;
127.120;101.40;-0.61;
127.130;100.57;-0.47;
127.140;99.90;-0.46;
127.150;98.79;-0.02;
127.160;97.87;-0.17;
127.170;97.09;0.14;
127.180;96.17;0.19;
127.190;95.39;0.19;
127.200;94.18;0.63;
127.210;93.30;0.82;
127.220;92.34;1.12;
127.230;91.83;0.78;
127.240;91.67;0.51;
127.250;91.55;0.27;
127.260;91.13;0.21;
127.270;90.92;-0.07;
127.280;90.99;-0.67;
127.290;90.43;-0.75;
127.300;90.02;-0.70;
127.310;89.24;-0.90;
127.320;88.62;-0.69;
127.330;87.83;-0.46;
127.340;87.05;-0.22;
127.350;86.24;-0.31;
127.360;85.85;-0.20;
127.370;85.20;0.01;
127.380;84.50;0.24;
127.390;83.83;0.44;
127.400;83.08;0.51;
127.410;82.35;0.86;
127.420;81.24;1.17;
127.430;81.17;1.06;
127.440;81.29;0.36;
127.450;80.98;0.42;
127.460;80.69;0.11;
127.470;80.77;-0.26;
127.480;80.52;-0.40;
127.490;80.48;-0.83;
127.500;79.98;-0.92;
127.510;79.06;-0.70;
127.520;78.50;-0.61;
127.530;77.67;-0.46;
127.540;76.80;-0.36;
127.550;75.95;-0.27;
127.560;75.42;-0.05;
127.570;74.52;0.09;
127.580;73.74;0.26;
127.590;72.89;0.30;
127.600;71.86;0.54;
127.610;70.80;0.80;
127.620;69.85;1.06;
127.630;69.41;0.89;
127.640;69.07;0.51;
127.650;68.67;0.19;
127.660;68.12;0.10;
127.670;67.83;-0.31;
127.680;67.35;-0.76;
127.690;66.76;-0.71;
127.700;66.03;-0.98;
127.710;65.16;-0.76;
127.720;63.98;-0.53;
127.730;62.83;-0.42;
127.740;61.94;-0.27;
127.750;60.93;-0.25;
127.760;59.76;-0.13;
127.770;58.62;-0.01;
127.780;57.68;0.17;
127.790;56.70;0.41;
127.800;55.52;0.58;
127.810;54.22;0.79;
127.820;53.28;1.11;
127.830;52.71;0.87;
127.840;52.30;0.55;
127.850;51.87;0.42;
127.860;51.46;0.05;
127.870;50.85;-0.14;
127.880;50.75;-0.58;
127.890;50.24;-0.88;
127.900;49.57;-0.93;
127.910;48.76;-0.83;
127.920;47.70;-0.52;
127.930;46.92;-0.52;
127.940;45.84;-0.34;
127.950;45.14;-0.29;
127.960;44.19;0.01;
127.970;43.20;0.01;
127.980;42.25;0.11;
127.990;41.32;0.42;
128.000;40.43;0.55;
128.010;39.38;0.89;
128.020;38.39;0.95;
128.030;37.90;0.92;
128.040;37.85;0.63;
128.050;37.31;0.40;
128.060;36.87;0.18;
128.070;36.81;-0.09;
128.080;36.49;-0.55;
128.090;36.24;-0.70;
128.100;35.85;-0.99;
128.110;35.06;-0.90;
128.120;34.17;-0.56;
128.130;33.46;-0.62;
128.140;32.63;-0.35;
128.150;32.05;-0.29;
128.160;31.35;-0.12;
128.170;30.48;0.05;
128.180;29.92;0.17;
128.190;29.35;0.28;
128.200;28.52;0.47;
128.210;27.77;0.87;
128.220;27.13;1.18;
128.230;26.81;1.00;
128.240;26.94;0.65;
128.250;26.68;0.27;
128.260;26.68;0.03;
128.270;26.63;-0.16;
128.280;26.83;-0.64;
128.290;26.70;-0.84;
128.300;26.50;-0.83;
128.310;26.04;-0.72;
128.320;25.53;-0.73;
128.330;24.90;-0.51;
128.340;24.36;-0.27;
128.350;24.07;-0.38;
128.360;23.40;-0.17;
128.370;23.28;-0.02;
128.380;22.69;0.05;
128.390;22.21;0.38;
128.400;21.81;0.54;
128.410;21.31;0.84;
128.420;20.64;1.12;
128.430;20.62;0.92;
128.440;20.72;0.47;
128.450;20.88;0.17;
128.460;21.10;0.18;
128.470;21.15;-0.18;
128.480;21.39;-0.66;
128.490;21.40;-0.86;
128.500;21.34;-0.90;
128.510;20.88;-0.78;
128.520;20.59;-0.63;
128.530;20.19;-0.55;
128.540;19.89;-0.47;
128.550;19.61;-0.33;
128.560;19.21;-0.24;
128.570;18.76;-0.03;
128.580;18.56;0.08;
128.590;18.13;0.20;
128.600;17.70;0.60;
128.610;16.96;0.87;
128.620;16.50;0.98;
128.630;16.79;0.96;
128.640;16.89;0.61;
128.650;17.04;0.27;
128.660;17.06;0.08;
128.670;17.26;-0.04;
128.680;17.51;-0.46;
128.690;17.68;-1.01;
128.700;17.48;-0.93;
128.710;17.28;-0.73;
128.720;16.85;-0.75;
128.730;16.58;-0.58;
128.740;16.28;-0.35;
128.750;15.90;-0.16;
128.760;15.76;-0.17;
128.770;15.28;0.02;
128.780;14.88;0.25;
128.790;14.71;0.45;
128.800;14.28;0.63;
128.810;13.49;0.83;
128.820;13.23;0.94;
128.830;13.31;0.93;
128.840;13.58;0.68;
128.850;13.86;0.23;
128.860;13.83;0.33;
128.870;13.90;-0.19;
128.880;14.42;-0.43;
128.890;14.56;-0.72;
128.900;14.39;-0.95;
128.910;14.06;-0.83;
128.920;13.58;-0.66;
128.930;13.25;-0.50;
128.940;12.88;-0.41;
128.950;12.75;-0.13;
128.960;12.43;-0.23;
128.970;11.99;0.21;
128.980;11.61;0.18;
128.990;11.26;0.38;
129.000;10.84;0.65;
129.010;10.20;0.70;
129.020;9.65;1.03;
129.030;9.66;0.92;
129.040;9.93;0.58;
129.050;10.05;0.30;
129.060;10.11;0.14;
129.070;10.55;-0.26;
129.080;10.75;-0.59;
129.090;10.75;-0.86;
129.100;10.75;-0.97;
129.110;10.46;-0.74;
129.120;10.06;-0.67;
129.130;9.58;-0.51;
129.140;9.16;-0.41;
129.150;8.90;-0.30;
129.160;8.61;-0.11;
129.170;8.17;-0.07;
129.180;7.86;0.15;
129.190;7.56;0.43;
129.200;7.18;0.58;
129.210;6.71;0.80;
129.220;6.37;1.16;
129.230;6.26;0.99;
129.240;6.60;0.67;
129.250;6.75;0.39;
129.260;6.87;0.15;
129.270;7.09;-0.29;
129.280;7.70;-0.55;
129.290;7.96;-0.78;
129.300;7.85;-1.01;
129.310;7.71;-0.85;
129.320;7.35;-0.64;
129.330;7.09;-0.38;
129.340;6.84;-0.24;
129.350;6.76;-0.22;
129.360;6.49;-0.20;
129.370;6.39;-0.07;
129.380;6.14;0.13;
129.390;6.05;0.35;
129.400;5.58;0.44;
129.410;5.30;0.71;
129.420;5.04;0.90;
129.430;5.06;0.91;
129.440;5.65;0.40;
129.450;5.91;0.30;
129.460;6.13;0.19;
129.470;6.57;-0.26;
129.480;6.87;-0.51;
129.490;7.25;-0.78;
129.500;7.57;-0.84;
129.510;7.28;-0.78;
129.520;7.12;-0.68;
129.530;6.68;-0.53;
129.540;6.55;-0.40;
129.550;6.52;-0.18;
129.560;6.36;-0.07;
129.570;5.99;-0.02;
129.580;5.82;0.19;
129.590;5.60;0.16;
129.600;5.28;0.59;
129.610;4.87;0.86;
129.620;4.46;1.18;
129.630;4.78;0.99;
129.640;5.34;0.73;
129.650;5.56;0.46;
129.660;5.46;0.12;
129.670;6.01;-0.08;
129.680;6.54;-0.68;
129.690;6.91;-0.72;
129.700;6.84;-1.03;
129.710;6.49;-0.77;
129.720;6.26;-0.56;
129.730;6.00;-0.47;
129.740;5.84;-0.31;
129.750;5.58;-0.42;
129.760;5.47;-0.08;
129.770;5.35;0.13;
129.780;5.01;0.30;
129.790;4.96;0.29;
129.800;4.64;0.62;
129.810;4.06;1.01;
129.820;3.94;0.92;
129.830;3.72;0.93;
129.840;4.13;0.53;
129.850;4.57;0.17;
129.860;4.59;0.24;
129.870;5.22;-0.02;
129.880;5.41;-0.27;
129.890;5.79;-0.61;
129.900;5.68;-0.87;
129.910;5.37;-0.68;
129.920;5.21;-0.60;
129.930;4.85;-0.37;
129.940;4.71;-0.22;
129.950;4.30;-0.13;
129.960;4.23;-0.10;
129.970;3.97;0.04;
129.980;3.74;0.22;
129.990;3.43;0.23;
130.000;3.09;0.66;
130.010;2.54;0.77;
130.020;2.20;1.06;
130.030;2.40;1.04;
130.040;2.95;0.54;
130.050;3.17;0.34;
130.060;3.40;0.15;
130.070;3.70;-0.07;
130.080;4.02;-0.46;
130.090;4.41;-0.73;
130.100;4.30;-0.85;
130.110;4.33;-0.73;
130.120;3.97;-0.85;
130.130;3.56;-0.55;
130.140;3.33;-0.22;
130.150;3.20;-0.27;
130.160;3.03;-0.10;
130.170;2.84;0.08;
130.180;2.53;0.15;
130.190;2.22;0.34;
130.200;1.94;0.57;
130.210;1.70;0.83;
130.220;1.23;1.17;
130.230;1.50;1.02;
130.240;1.93;0.50;
130.250;2.15;0.32;
130.260;2.39;0.21;
130.270;2.86;-0.28;
130.280;3.39;-0.42;
130.290;3.72;-0.78;
130.300;3.80;-0.89;
130.310;3.52;-0.70;
130.320;3.59;-0.66;
130.330;3.28;-0.36;
130.340;3.49;-0.26;
130.350;3.16;-0.19;
130.360;3.02;-0.15;
130.370;2.94;-0.12;
130.380;2.83;0.14;
130.390;2.64;0.16;
130.400;2.41;0.44;
130.410;2.00;0.81;
130.420;1.68;1.06;
130.430;2.28;0.98;
130.440;2.59;0.63;
130.450;2.90;0.38;
130.460;3.02;0.15;
130.470;3.79;-0.18;
130.480;4.20;-0.64;
130.490;4.57;-0.71;
130.500;4.71;-0.94;
130.510;4.52;-0.85;
130.520;4.53;-0.55;
130.530;4.35;-0.55;
130.540;4.13;-0.38;
130.550;4.30;-0.23;
130.560;4.21;-0.11;
130.570;4.00;0.05;
130.580;4.07;0.25;
130.590;3.76;0.44;
130.600;3.73;0.40;
130.610;3.42;0.91;
130.620;3.38;0.98;
130.630;3.40;0.81;
130.640;3.89;0.51;
130.650;4.58;0.33;
130.660;4.56;0.27;
130.670;5.10;-0.22;
130.680;5.74;-0.42;
130.690;6.17;-0.70;
130.700;6.34;-0.97;
130.710;6.31;-0.92;
130.720;5.91;-0.60;
130.730;5.79;-0.53;
130.740;5.72;-0.17;
130.750;5.49;-0.25;
130.760;5.55;-0.29;
130.770;5.34;-0.19;
130.780;5.32;0.04;
130.790;5.07;0.38;
130.800;4.97;0.45;
130.810;4.48;0.86;
130.820;4.27;1.05;
130.830;4.46;0.85;
130.840;5.04;0.59;
130.850;5.41;0.37;
130.860;5.64;0.16;
130.870;6.06;-0.16;
130.880;6.51;-0.39;
130.890;7.01;-0.65;
130.900;7.05;-0.91;
130.910;7.13;-0.85;
130.920;6.83;-0.56;
130.930;6.77;-0.46;
130.940;6.46;-0.51;
130.950;6.43;-0.20;
130.960;6.30;-0.14;
130.970;6.02;0.06;
130.980;5.88;0.27;
130.990;5.76;0.26;
131.000;5.45;0.43;
131.010;5.00;0.86;
131.020;4.80;1.28;
131.030;5.05;1.12;
131.040;5.76;0.56;
131.050;5.89;0.36;
131.060;6.14;0.22;
131.070;6.50;-0.05;
131.080;6.95;-0.48;
131.090;7.40;-0.79;
131.100;7.45;-0.82;
131.110;7.33;-0.86;
131.120;6.97;-0.81;
131.130;6.84;-0.46;
131.140;6.70;-0.29;
131.150;6.40;-0.26;
131.160;6.23;-0.03;
131.170;6.03;-0.03;
131.180;5.85;0.01;
131.190;5.68;0.17;
131.200;5.50;0.48;
131.210;5.04;0.83;
131.220;4.62;1.24;
131.230;4.81;0.93;
131.240;5.32;0.69;
131.250;5.48;0.30;
131.260;5.77;0.23;
131.270;6.36;-0.01;
131.280;6.88;-0.61;
131.290;6.94;-0.68;
131.300;7.01;-0.99;
131.310;6.98;-0.90;
131.320;6.76;-0.71;
131.330;6.66;-0.27;
