Time: 04.07.2022 11:04:06;
Team: Senior Men;
Athlete name: rfd;
Device: NORDIC02;
Comment: ;
#SampleTime[s];Force_left[N];Force_right[N];
38.0620;-0.65;25.93;
38.0630;-0.50;25.50;
38.0640;-0.29;24.67;
38.0650;0.07;23.69;
38.0660;0.40;22.58;
38.0670;0.60;22.35;
38.0680;0.40;22.71;
38.0690;0.04;23.91;
38.0700;0.03;24.05;
38.0710;-0.33;24.45;
38.0720;-0.35;24.55;
38.0730;-0.32;24.51;
38.0740;-0.36;25.12;
38.0750;-0.44;25.26;
38.0760;-0.57;25.59;
38.0770;-0.74;25.83;
38.0780;-1.01;27.30;
38.0790;-1.32;28.07;
38.0800;-1.36;27.79;
38.0810;-0.98;26.91;
38.0820;-0.73;25.83;
38.0830;-0.53;25.51;
38.0840;-0.42;24.76;
38.0850;0.28;23.51;
38.0860;0.27;22.72;
38.0870;0.47;22.09;
38.0880;0.32;22.72;
38.0890;-0.02;23.88;
38.0900;-0.16;23.87;
38.0910;-0.26;24.45;
38.0920;-0.09;24.71;
38.0930;-0.27;24.82;
38.0940;-0.45;25.10;
38.0950;-0.66;25.45;
38.0960;-0.64;25.53;
38.0970;-0.66;25.77;
38.0980;-1.18;27.27;
38.0990;-1.56;28.16;
38.1000;-1.35;27.70;
38.1010;-1.23;26.99;
38.1020;-0.52;26.05;
38.1030;-0.52;25.35;
38.1040;-0.40;24.80;
38.1050;0.06;23.43;
38.1060;0.43;22.45;
38.1070;0.61;21.90;
38.1080;0.37;22.74;
38.1090;-0.12;24.16;
38.1100;-0.10;24.14;
38.1110;0.05;24.48;
38.1120;-0.17;24.69;
38.1130;-0.34;24.74;
38.1140;-0.56;25.13;
38.1150;-0.36;25.37;
38.1160;-0.54;25.44;
38.1170;-0.70;25.74;
38.1180;-1.00;27.30;
38.1190;-1.12;27.89;
38.1200;-1.33;27.60;
38.1210;-1.03;26.98;
38.1220;-0.71;25.85;
38.1230;-0.58;25.43;
38.1240;-0.23;24.88;
38.1250;0.33;23.37;
38.1260;0.48;22.58;
38.1270;0.43;22.08;
38.1280;0.41;22.71;
38.1290;-0.01;24.21;
38.1300;-0.03;24.06;
38.1310;-0.24;24.54;
38.1320;-0.19;24.75;
38.1330;-0.33;25.10;
38.1340;-0.28;25.19;
38.1350;-0.54;25.58;
38.1360;-0.59;25.75;
38.1370;-0.68;25.92;
38.1380;-1.26;27.54;
38.1390;-1.29;28.21;
38.1400;-1.35;28.08;
38.1410;-1.08;27.08;
38.1420;-0.92;26.07;
38.1430;-0.61;25.61;
38.1440;-0.24;25.15;
38.1450;0.15;23.63;
38.1460;0.38;22.88;
38.1470;0.47;22.42;
38.1480;0.28;23.02;
38.1490;-0.26;24.45;
38.1500;0.02;24.61;
38.1510;-0.26;24.89;
38.1520;-0.35;24.95;
38.1530;-0.24;25.43;
38.1540;-0.51;25.70;
38.1550;-0.47;25.90;
38.1560;-0.65;26.01;
38.1570;-0.65;26.43;
38.1580;-1.17;27.91;
38.1590;-1.39;28.64;
38.1600;-1.23;28.44;
38.1610;-0.97;27.71;
38.1620;-0.60;26.56;
38.1630;-0.57;26.16;
38.1640;-0.37;25.33;
38.1650;0.05;24.15;
38.1660;0.51;23.42;
38.1670;0.61;22.80;
38.1680;0.51;23.36;
38.1690;0.04;24.53;
38.1700;-0.14;24.99;
38.1710;-0.16;25.19;
38.1720;-0.13;25.51;
38.1730;-0.37;25.84;
38.1740;-0.34;25.97;
38.1750;-0.54;26.22;
38.1760;-0.73;26.66;
38.1770;-0.53;26.77;
38.1780;-1.26;28.17;
38.1790;-1.44;29.24;
38.1800;-1.37;28.86;
38.1810;-1.07;27.93;
38.1820;-0.69;26.75;
38.1830;-0.49;26.46;
38.1840;-0.33;25.74;
38.1850;0.01;24.53;
38.1860;0.43;23.55;
38.1870;0.47;22.81;
38.1880;0.26;23.94;
38.1890;-0.04;25.15;
38.1900;-0.06;25.03;
38.1910;-0.22;25.47;
38.1920;-0.28;25.72;
38.1930;-0.34;25.89;
38.1940;-0.39;26.22;
38.1950;-0.55;26.47;
38.1960;-0.50;26.59;
38.1970;-0.60;27.04;
38.1980;-1.15;28.29;
38.1990;-1.30;28.89;
38.2000;-1.28;28.74;
38.2010;-1.08;27.82;
38.2020;-0.58;26.83;
38.2030;-0.55;26.40;
38.2040;-0.51;25.70;
38.2050;0.16;24.39;
38.2060;0.41;23.60;
38.2070;0.78;23.01;
38.2080;0.51;23.74;
38.2090;-0.05;25.16;
38.2100;0.04;25.09;
38.2110;-0.21;25.56;
38.2120;-0.18;25.65;
38.2130;-0.34;25.83;
38.2140;-0.40;26.26;
38.2150;-0.53;26.50;
38.2160;-0.59;26.47;
38.2170;-0.72;26.86;
38.2180;-1.13;28.30;
38.2190;-1.35;29.13;
38.2200;-1.41;29.01;
38.2210;-0.92;27.80;
38.2220;-0.79;26.83;
38.2230;-0.47;26.30;
38.2240;-0.35;25.66;
38.2250;-0.01;24.31;
38.2260;0.36;23.46;
38.2270;0.57;23.15;
38.2280;0.43;23.55;
38.2290;-0.15;24.85;
38.2300;-0.09;24.97;
38.2310;-0.33;25.44;
38.2320;-0.32;25.53;
38.2330;-0.31;25.64;
38.2340;-0.28;25.98;
38.2350;-0.51;26.08;
38.2360;-0.48;26.42;
38.2370;-0.58;26.71;
38.2380;-1.21;28.23;
38.2390;-1.40;28.76;
38.2400;-1.29;28.44;
38.2410;-0.97;27.66;
38.2420;-0.62;26.62;
38.2430;-0.49;26.16;
38.2440;-0.36;25.19;
38.2450;0.21;24.11;
38.2460;0.42;23.21;
38.2470;0.66;22.67;
38.2480;0.56;23.27;
38.2490;-0.05;24.48;
38.2500;-0.16;24.68;
38.2510;-0.11;24.91;
38.2520;-0.24;25.08;
38.2530;-0.33;25.32;
38.2540;-0.55;25.70;
38.2550;-0.37;25.91;
38.2560;-0.43;26.03;
38.2570;-0.70;26.26;
38.2580;-0.89;27.77;
38.2590;-1.37;28.48;
38.2600;-1.32;28.17;
38.2610;-1.07;27.11;
38.2620;-0.81;26.07;
38.2630;-0.60;25.72;
38.2640;-0.30;24.93;
38.2650;0.07;23.68;
38.2660;0.48;22.65;
38.2670;0.64;22.31;
38.2680;0.47;23.13;
38.2690;0.02;24.30;
38.2700;-0.23;24.05;
38.2710;-0.39;24.56;
38.2720;-0.26;24.76;
38.2730;-0.04;25.07;
38.2740;-0.49;25.24;
38.2750;-0.60;25.41;
38.2760;-0.55;25.79;
38.2770;-0.71;25.86;
38.2780;-1.11;27.49;
38.2790;-1.48;28.05;
38.2800;-1.35;27.85;
38.2810;-1.05;26.96;
38.2820;-0.79;25.96;
38.2830;-0.55;25.35;
38.2840;-0.39;24.70;
38.2850;0.12;23.38;
38.2860;0.42;22.54;
38.2870;0.74;21.87;
38.2880;0.35;22.61;
38.2890;-0.10;24.08;
38.2900;0.05;23.93;
38.2910;-0.17;24.46;
38.2920;-0.22;24.58;
38.2930;-0.40;24.85;
38.2940;-0.51;24.97;
38.2950;-0.68;25.43;
38.2960;-0.54;25.45;
38.2970;-0.71;25.96;
38.2980;-1.23;27.37;
38.2990;-1.42;28.14;
38.3000;-1.23;27.94;
38.3010;-0.87;26.74;
38.3020;-0.67;26.02;
38.3030;-0.47;25.38;
38.3040;-0.21;24.72;
38.3050;0.03;23.32;
38.3060;0.49;22.66;
38.3070;0.70;22.14;
38.3080;0.38;22.65;
38.3090;0.03;24.10;
38.3100;-0.18;23.99;
38.3110;-0.27;24.60;
38.3120;-0.29;24.71;
38.3130;-0.22;24.89;
38.3140;-0.56;25.19;
38.3150;-0.51;25.44;
38.3160;-0.40;25.73;
38.3170;-0.66;25.80;
38.3180;-1.20;27.33;
38.3190;-1.42;27.96;
38.3200;-1.45;28.06;
38.3210;-1.11;26.95;
38.3220;-0.68;25.70;
38.3230;-0.60;25.36;
38.3240;-0.34;24.59;
38.3250;0.21;23.58;
38.3260;0.56;22.78;
38.3270;0.50;22.36;
38.3280;0.39;22.81;
38.3290;-0.04;24.08;
38.3300;-0.11;24.28;
38.3310;-0.24;24.65;
38.3320;-0.24;24.87;
38.3330;-0.27;25.09;
38.3340;-0.31;25.49;
38.3350;-0.43;25.82;
38.3360;-0.75;25.87;
38.3370;-0.68;25.92;
38.3380;-1.09;27.61;
38.3390;-1.42;28.63;
38.3400;-1.15;27.99;
38.3410;-0.91;27.19;
38.3420;-0.55;26.04;
38.3430;-0.57;25.62;
38.3440;-0.28;24.96;
38.3450;0.20;23.66;
38.3460;0.40;22.94;
38.3470;0.54;22.34;
38.3480;0.28;23.07;
38.3490;-0.09;24.21;
38.3500;-0.19;24.47;
38.3510;-0.18;24.66;
38.3520;-0.27;24.97;
38.3530;-0.14;25.04;
38.3540;-0.49;25.33;
38.3550;-0.41;25.77;
38.3560;-0.38;25.82;
38.3570;-0.70;26.26;
38.3580;-1.07;27.70;
38.3590;-1.20;28.35;
38.3600;-1.32;27.87;
38.3610;-1.15;27.10;
38.3620;-0.70;26.05;
38.3630;-0.54;25.66;
38.3640;-0.21;24.87;
38.3650;0.18;23.55;
38.3660;0.63;22.60;
38.3670;0.68;21.73;
38.3680;0.40;22.88;
38.3690;-0.10;24.28;
38.3700;-0.02;24.14;
38.3710;-0.20;24.47;
38.3720;-0.25;24.80;
38.3730;-0.22;25.09;
38.3740;-0.44;25.30;
38.3750;-0.64;25.57;
38.3760;-0.55;25.35;
38.3770;-0.74;26.01;
38.3780;-1.28;27.46;
38.3790;-1.34;27.97;
38.3800;-1.34;27.93;
38.3810;-0.87;26.77;
38.3820;-0.69;25.75;
38.3830;-0.49;25.18;
38.3840;-0.23;24.65;
38.3850;0.19;23.36;
38.3860;0.44;22.51;
38.3870;0.49;22.17;
38.3880;0.41;22.59;
38.3890;-0.04;23.92;
38.3900;-0.03;23.85;
38.3910;-0.01;24.38;
38.3920;-0.19;24.61;
38.3930;-0.37;24.88;
38.3940;-0.32;25.31;
38.3950;-0.53;25.38;
38.3960;-0.57;25.23;
38.3970;-0.61;25.75;
38.3980;-1.09;27.36;
38.3990;-1.26;27.77;
38.4000;-1.26;27.94;
38.4010;-0.93;26.54;
38.4020;-0.77;25.65;
38.4030;-0.72;25.24;
38.4040;-0.38;24.39;
38.4050;0.18;23.35;
38.4060;0.39;22.19;
38.4070;0.39;21.94;
38.4080;0.31;22.51;
38.4090;-0.01;23.76;
38.4100;-0.10;23.94;
38.4110;-0.09;24.29;
38.4120;-0.23;24.42;
38.4130;-0.42;24.54;
38.4140;-0.35;24.82;
38.4150;-0.48;25.10;
38.4160;-0.62;25.22;
38.4170;-0.75;25.46;
38.4180;-1.21;27.14;
38.4190;-1.48;27.77;
38.4200;-1.24;27.35;
38.4210;-0.98;26.53;
38.4220;-0.70;25.27;
38.4230;-0.44;25.02;
38.4240;-0.19;24.04;
38.4250;0.18;22.85;
38.4260;0.46;22.11;
38.4270;0.72;21.46;
38.4280;0.51;22.55;
38.4290;0.06;23.42;
38.4300;-0.01;23.67;
38.4310;-0.24;24.07;
38.4320;-0.27;23.96;
38.4330;-0.29;24.29;
38.4340;-0.35;24.49;
38.4350;-0.61;24.81;
38.4360;-0.80;24.98;
38.4370;-0.61;25.19;
38.4380;-1.08;26.74;
38.4390;-1.37;27.57;
38.4400;-1.28;27.01;
38.4410;-0.85;26.12;
38.4420;-0.54;25.05;
38.4430;-0.63;24.66;
38.4440;-0.38;23.79;
38.4450;0.22;22.32;
38.4460;0.50;21.70;
38.4470;0.77;20.93;
38.4480;0.49;21.94;
38.4490;-0.11;23.13;
38.4500;-0.07;23.11;
38.4510;-0.23;23.59;
38.4520;-0.27;23.62;
38.4530;-0.37;23.98;
38.4540;-0.38;24.28;
38.4550;-0.56;24.47;
38.4560;-0.56;24.57;
38.4570;-0.68;25.14;
38.4580;-1.18;26.47;
38.4590;-1.35;26.94;
38.4600;-1.37;26.80;
38.4610;-0.91;25.91;
38.4620;-0.69;24.77;
38.4630;-0.69;24.56;
38.4640;-0.25;23.77;
38.4650;0.24;22.19;
38.4660;0.35;21.60;
38.4670;0.60;20.89;
38.4680;0.36;21.60;
38.4690;-0.04;22.96;
38.4700;-0.04;22.98;
38.4710;-0.23;23.40;
38.4720;-0.31;23.56;
38.4730;-0.33;24.00;
38.4740;-0.30;24.04;
38.4750;-0.60;24.40;
38.4760;-0.47;24.45;
38.4770;-0.68;24.87;
38.4780;-1.15;26.28;
38.4790;-1.30;27.10;
38.4800;-1.53;26.90;
38.4810;-0.88;25.79;
38.4820;-0.70;25.14;
38.4830;-0.60;24.41;
38.4840;-0.31;23.71;
38.4850;0.04;22.39;
38.4860;0.50;21.42;
38.4870;0.64;21.06;
38.4880;0.22;21.95;
38.4890;-0.23;23.24;
38.4900;0.03;23.14;
38.4910;-0.36;23.52;
38.4920;-0.39;23.86;
38.4930;-0.17;23.99;
38.4940;-0.40;24.34;
38.4950;-0.49;24.68;
38.4960;-0.38;24.67;
38.4970;-0.57;25.11;
38.4980;-1.17;26.62;
38.4990;-1.37;27.20;
38.5000;-1.33;27.12;
38.5010;-1.09;26.17;
38.5020;-0.64;24.96;
38.5030;-0.52;24.71;
38.5040;-0.30;23.85;
38.5050;0.00;22.63;
38.5060;0.36;21.83;
38.5070;0.65;21.28;
38.5080;0.29;22.14;
38.5090;-0.00;23.10;
38.5100;0.03;23.34;
38.5110;-0.21;23.60;
38.5120;-0.31;23.62;
38.5130;-0.28;24.05;
38.5140;-0.55;24.27;
38.5150;-0.54;24.56;
38.5160;-0.62;24.74;
38.5170;-0.60;25.18;
38.5180;-1.15;26.52;
38.5190;-1.46;27.38;
38.5200;-1.25;26.84;
38.5210;-1.06;25.92;
38.5220;-0.56;24.87;
38.5230;-0.42;24.48;
38.5240;-0.39;23.62;
38.5250;0.07;22.22;
38.5260;0.59;21.54;
38.5270;0.52;20.74;
38.5280;0.40;21.79;
38.5290;-0.06;23.07;
38.5300;-0.19;23.11;
38.5310;-0.15;23.38;
38.5320;-0.32;23.62;
38.5330;-0.25;23.95;
38.5340;-0.43;24.17;
38.5350;-0.46;24.27;
38.5360;-0.46;24.48;
38.5370;-0.80;24.84;
38.5380;-1.08;26.15;
38.5390;-1.39;26.68;
38.5400;-1.39;26.39;
38.5410;-0.99;25.72;
38.5420;-0.70;24.43;
38.5430;-0.44;24.11;
38.5440;-0.25;23.34;
38.5450;0.09;21.77;
38.5460;0.25;21.30;
38.5470;0.52;20.52;
38.5480;0.31;21.48;
38.5490;-0.15;22.74;
38.5500;-0.02;22.62;
38.5510;-0.31;23.23;
38.5520;-0.28;23.11;
38.5530;-0.31;23.54;
38.5540;-0.49;23.70;
38.5550;-0.43;24.05;
38.5560;-0.56;24.01;
38.5570;-0.67;24.50;
38.5580;-1.20;25.86;
38.5590;-1.29;26.55;
38.5600;-1.20;26.52;
38.5610;-1.03;25.20;
38.5620;-0.67;24.32;
38.5630;-0.45;23.71;
38.5640;-0.22;23.13;
38.5650;0.10;21.67;
38.5660;0.49;20.95;
38.5670;0.56;20.63;
38.5680;0.32;21.25;
38.5690;-0.09;22.52;
38.5700;-0.01;22.55;
38.5710;-0.27;23.01;
38.5720;-0.32;23.13;
38.5730;-0.22;23.35;
38.5740;-0.47;23.49;
38.5750;-0.61;24.00;
38.5760;-0.66;24.08;
38.5770;-0.66;24.38;
38.5780;-1.12;26.02;
38.5790;-1.39;26.54;
38.5800;-1.27;26.40;
38.5810;-0.89;25.38;
38.5820;-0.54;24.19;
38.5830;-0.48;23.82;
38.5840;-0.20;23.11;
38.5850;0.27;21.83;
38.5860;0.30;20.95;
38.5870;0.60;20.56;
38.5880;0.31;21.33;
38.5890;-0.15;22.54;
38.5900;-0.12;22.72;
38.5910;-0.18;23.08;
38.5920;-0.08;23.23;
38.5930;-0.30;23.32;
38.5940;-0.37;23.55;
38.5950;-0.59;23.92;
38.5960;-0.49;24.04;
38.5970;-0.70;24.37;
38.5980;-1.24;25.99;
38.5990;-1.43;26.63;
38.6000;-1.42;26.29;
38.6010;-0.96;25.32;
38.6020;-0.62;24.25;
38.6030;-0.59;23.87;
38.6040;-0.25;22.97;
38.6050;0.26;21.71;
38.6060;0.49;20.86;
38.6070;0.57;20.31;
38.6080;0.16;21.33;
38.6090;0.05;22.58;
38.6100;-0.07;22.51;
38.6110;-0.32;22.97;
38.6120;-0.22;22.94;
38.6130;-0.40;23.18;
38.6140;-0.46;23.48;
38.6150;-0.44;23.76;
38.6160;-0.47;23.97;
38.6170;-0.64;24.28;
38.6180;-1.17;25.76;
38.6190;-1.39;26.34;
38.6200;-1.29;25.97;
38.6210;-1.03;24.99;
38.6220;-0.53;24.00;
38.6230;-0.48;23.52;
38.6240;-0.28;22.86;
38.6250;0.25;21.42;
38.6260;0.40;20.77;
38.6270;0.59;20.07;
38.6280;0.38;20.97;
38.6290;-0.04;22.38;
38.6300;-0.15;22.16;
38.6310;-0.30;22.87;
38.6320;-0.25;22.91;
38.6330;-0.10;23.12;
38.6340;-0.53;23.42;
38.6350;-0.57;23.50;
38.6360;-0.47;23.59;
38.6370;-0.79;24.31;
38.6380;-0.99;25.53;
38.6390;-1.52;26.31;
38.6400;-1.43;26.14;
38.6410;-0.94;24.90;
38.6420;-0.71;23.86;
38.6430;-0.69;23.38;
38.6440;-0.14;22.90;
38.6450;0.23;21.35;
38.6460;0.39;20.60;
38.6470;0.69;20.24;
38.6480;0.23;20.83;
38.6490;0.04;22.12;
38.6500;0.03;22.24;
38.6510;-0.28;22.65;
38.6520;-0.42;22.70;
38.6530;-0.30;23.01;
38.6540;-0.36;23.23;
38.6550;-0.54;23.65;
38.6560;-0.61;23.68;
38.6570;-0.66;24.03;
38.6580;-1.10;25.84;
38.6590;-1.47;26.24;
38.6600;-1.38;26.24;
38.6610;-1.01;24.92;
38.6620;-0.73;23.91;
38.6630;-0.53;23.77;
38.6640;-0.28;22.89;
38.6650;0.14;21.84;
38.6660;0.52;20.76;
38.6670;0.47;20.52;
38.6680;0.41;21.31;
38.6690;0.09;22.41;
38.6700;-0.10;22.59;
38.6710;-0.14;23.04;
38.6720;-0.14;23.33;
38.6730;-0.34;23.50;
38.6740;-0.35;23.68;
38.6750;-0.57;24.01;
38.6760;-0.74;24.24;
38.6770;-0.62;24.56;
38.6780;-1.08;26.03;
38.6790;-1.38;26.82;
38.6800;-1.37;26.46;
38.6810;-0.86;25.61;
38.6820;-0.64;24.55;
38.6830;-0.53;24.13;
38.6840;-0.15;23.20;
38.6850;0.20;22.03;
38.6860;0.27;21.50;
38.6870;0.51;20.86;
38.6880;0.47;21.74;
38.6890;0.04;22.87;
38.6900;-0.16;23.06;
38.6910;-0.28;23.51;
38.6920;-0.24;23.69;
38.6930;-0.40;23.78;
38.6940;-0.39;23.95;
38.6950;-0.58;24.29;
38.6960;-0.53;24.60;
38.6970;-0.66;24.99;
38.6980;-1.24;26.28;
38.6990;-1.39;27.00;
38.7000;-1.26;26.63;
38.7010;-0.97;25.86;
38.7020;-0.67;24.84;
38.7030;-0.47;24.31;
38.7040;-0.20;23.69;
38.7050;0.21;22.27;
38.7060;0.44;21.38;
38.7070;0.61;20.79;
38.7080;0.39;21.79;
38.7090;-0.04;23.15;
38.7100;-0.11;23.04;
38.7110;-0.19;23.50;
38.7120;-0.43;23.56;
38.7130;-0.45;23.81;
38.7140;-0.57;23.96;
38.7150;-0.63;24.36;
38.7160;-0.44;24.26;
38.7170;-0.65;24.84;
38.7180;-1.08;26.28;
38.7190;-1.47;26.67;
38.7200;-1.36;26.58;
38.7210;-0.91;25.37;
38.7220;-0.59;24.59;
38.7230;-0.45;24.00;
38.7240;-0.17;23.37;
38.7250;0.32;21.95;
38.7260;0.46;21.29;
38.7270;0.74;20.62;
38.7280;0.29;21.27;
38.7290;-0.04;22.77;
38.7300;0.08;22.51;
38.7310;-0.20;23.20;
38.7320;-0.22;23.19;
38.7330;-0.43;23.49;
38.7340;-0.36;23.48;
38.7350;-0.58;23.81;
38.7360;-0.50;23.83;
38.7370;-0.64;24.28;
38.7380;-1.20;26.00;
38.7390;-1.35;26.34;
38.7400;-1.49;26.42;
38.7410;-0.90;25.05;
38.7420;-0.58;24.11;
38.7430;-0.38;23.80;
38.7440;-0.26;23.00;
38.7450;0.12;21.62;
38.7460;0.51;20.85;
38.7470;0.56;20.65;
38.7480;0.35;21.17;
38.7490;-0.22;22.52;
38.7500;-0.05;22.45;
38.7510;-0.18;22.89;
38.7520;-0.36;23.12;
38.7530;-0.33;23.26;
38.7540;-0.51;23.55;
38.7550;-0.55;23.88;
38.7560;-0.54;24.05;
38.7570;-0.67;24.20;
38.7580;-1.01;25.85;
38.7590;-1.40;26.29;
38.7600;-1.39;26.12;
38.7610;-1.06;25.13;
38.7620;-0.63;24.02;
38.7630;-0.41;23.83;
38.7640;-0.19;23.03;
38.7650;0.04;22.00;
38.7660;0.32;20.84;
38.7670;0.66;20.63;
38.7680;0.39;21.45;
38.7690;-0.08;22.35;
38.7700;-0.13;22.53;
38.7710;-0.05;22.88;
38.7720;-0.29;23.07;
38.7730;-0.27;23.19;
38.7740;-0.32;23.51;
38.7750;-0.61;23.93;
38.7760;-0.69;23.98;
38.7770;-0.70;24.38;
38.7780;-1.12;25.82;
38.7790;-1.55;26.40;
38.7800;-1.29;26.08;
38.7810;-1.02;25.08;
38.7820;-0.61;24.13;
38.7830;-0.49;23.88;
38.7840;-0.31;22.94;
38.7850;0.14;21.58;
38.7860;0.36;20.93;
38.7870;0.62;20.21;
38.7880;0.18;21.31;
38.7890;-0.13;22.45;
38.7900;0.04;22.42;
38.7910;-0.25;22.80;
38.7920;-0.20;22.99;
38.7930;-0.29;23.32;
38.7940;-0.51;23.64;
38.7950;-0.52;23.87;
38.7960;-0.71;23.81;
38.7970;-0.68;24.47;
38.7980;-1.28;25.78;
38.7990;-1.46;26.18;
38.8000;-1.23;25.91;
38.8010;-1.03;25.03;
38.8020;-0.47;24.00;
38.8030;-0.44;23.62;
38.8040;-0.25;22.77;
38.8050;0.22;21.59;
38.8060;0.38;20.99;
38.8070;0.45;20.07;
38.8080;0.34;20.96;
38.8090;0.07;22.22;
38.8100;-0.03;22.18;
38.8110;-0.24;22.53;
38.8120;-0.15;22.54;
38.8130;-0.37;23.23;
38.8140;-0.48;23.24;
38.8150;-0.67;23.54;
38.8160;-0.70;23.52;
38.8170;-0.73;24.05;
38.8180;-1.26;25.55;
38.8190;-1.43;26.10;
38.8200;-1.50;25.91;
38.8210;-0.80;24.63;
38.8220;-0.75;23.83;
38.8230;-0.53;23.27;
38.8240;-0.13;22.70;
38.8250;0.19;21.39;
38.8260;0.65;20.53;
38.8270;0.49;20.12;
38.8280;0.31;20.88;
38.8290;-0.03;22.12;
38.8300;-0.05;22.09;
38.8310;-0.18;22.37;
38.8320;-0.28;22.51;
38.8330;-0.33;22.76;
38.8340;-0.45;23.02;
38.8350;-0.50;23.35;
38.8360;-0.61;23.44;
38.8370;-0.76;23.82;
38.8380;-1.10;25.45;
38.8390;-1.33;25.89;
38.8400;-1.21;25.62;
38.8410;-0.92;24.47;
38.8420;-0.82;23.55;
38.8430;-0.65;23.49;
38.8440;-0.16;22.38;
38.8450;0.14;21.33;
38.8460;0.41;20.39;
38.8470;0.46;20.02;
38.8480;0.32;20.86;
38.8490;-0.10;22.04;
38.8500;-0.24;22.04;
38.8510;-0.22;22.41;
38.8520;-0.29;22.71;
38.8530;-0.29;22.79;
38.8540;-0.26;23.18;
38.8550;-0.32;23.35;
38.8560;-0.63;23.52;
38.8570;-0.74;23.81;
38.8580;-1.25;25.38;
38.8590;-1.40;26.21;
38.8600;-1.24;25.66;
38.8610;-0.96;24.73;
38.8620;-0.71;23.81;
38.8630;-0.45;23.39;
38.8640;-0.25;22.63;
38.8650;0.06;21.38;
38.8660;0.44;20.55;
38.8670;0.63;19.96;
38.8680;0.20;21.04;
38.8690;-0.28;22.08;
38.8700;0.03;22.07;
38.8710;-0.12;22.59;
38.8720;-0.30;22.75;
38.8730;-0.28;23.11;
38.8740;-0.25;23.33;
38.8750;-0.50;23.57;
38.8760;-0.68;23.47;
38.8770;-0.87;24.16;
38.8780;-1.22;25.47;
38.8790;-1.42;26.02;
38.8800;-1.28;25.88;
38.8810;-1.13;24.82;
38.8820;-0.62;23.76;
38.8830;-0.53;23.30;
38.8840;-0.31;22.77;
38.8850;0.25;21.44;
38.8860;0.40;20.84;
38.8870;0.81;20.07;
38.8880;0.27;21.13;
38.8890;-0.10;22.36;
38.8900;-0.07;22.22;
38.8910;-0.12;22.82;
38.8920;-0.16;22.85;
38.8930;-0.39;23.35;
38.8940;-0.58;23.46;
38.8950;-0.45;23.66;
38.8960;-0.47;23.73;
38.8970;-0.85;24.42;
38.8980;-1.04;25.84;
38.8990;-1.35;26.38;
38.9000;-1.28;26.42;
38.9010;-0.76;25.13;
38.9020;-0.71;24.22;
38.9030;-0.64;23.91;
38.9040;-0.26;23.03;
38.9050;0.27;21.73;
38.9060;0.58;20.81;
38.9070;0.53;20.79;
38.9080;0.34;21.45;
38.9090;-0.16;22.61;
38.9100;-0.17;22.82;
38.9110;-0.16;23.07;
38.9120;-0.20;23.33;
38.9130;-0.41;23.60;
38.9140;-0.54;23.90;
38.9150;-0.53;24.19;
38.9160;-0.55;24.27;
38.9170;-0.58;24.68;
38.9180;-1.19;26.35;
38.9190;-1.34;26.75;
38.9200;-1.34;26.64;
38.9210;-1.16;25.55;
38.9220;-0.79;24.43;
38.9230;-0.48;24.17;
38.9240;-0.24;23.35;
38.9250;0.19;22.29;
38.9260;0.60;21.39;
38.9270;0.57;21.04;
38.9280;0.34;21.84;
38.9290;-0.13;23.03;
38.9300;-0.14;23.18;
38.9310;-0.18;23.49;
38.9320;-0.30;23.67;
38.9330;-0.35;23.96;
38.9340;-0.36;24.27;
38.9350;-0.56;24.40;
38.9360;-0.66;24.69;
38.9370;-0.53;25.03;
38.9380;-1.20;26.42;
38.9390;-1.56;27.21;
38.9400;-1.30;26.76;
38.9410;-1.01;25.89;
38.9420;-0.48;24.77;
38.9430;-0.49;24.46;
38.9440;-0.29;23.63;
38.9450;0.31;22.46;
38.9460;0.39;21.59;
38.9470;0.59;21.04;
38.9480;0.33;22.21;
38.9490;-0.19;23.14;
38.9500;-0.16;23.32;
38.9510;-0.38;23.79;
38.9520;-0.34;23.66;
38.9530;-0.32;24.19;
38.9540;-0.53;24.37;
38.9550;-0.45;24.48;
38.9560;-0.72;24.90;
38.9570;-0.65;25.39;
38.9580;-1.18;26.73;
38.9590;-1.35;27.12;
38.9600;-1.12;26.89;
38.9610;-0.97;25.85;
38.9620;-0.59;25.05;
38.9630;-0.65;24.87;
38.9640;-0.35;23.93;
38.9650;0.19;22.61;
38.9660;0.57;21.87;
38.9670;0.59;21.15;
38.9680;0.35;22.12;
38.9690;-0.17;23.44;
38.9700;-0.22;23.31;
38.9710;-0.25;23.79;
38.9720;-0.14;23.93;
38.9730;-0.37;24.47;
38.9740;-0.50;24.54;
38.9750;-0.54;24.75;
38.9760;-0.73;24.95;
38.9770;-0.74;25.44;
38.9780;-1.17;26.73;
38.9790;-1.33;27.36;
38.9800;-1.42;27.27;
38.9810;-0.75;26.07;
38.9820;-0.54;25.16;
38.9830;-0.57;24.80;
38.9840;-0.23;24.00;
38.9850;0.24;22.57;
38.9860;0.46;21.99;
38.9870;0.62;21.54;
38.9880;0.46;22.28;
38.9890;-0.14;23.53;
38.9900;0.10;23.46;
38.9910;-0.15;23.94;
38.9920;-0.18;24.11;
38.9930;-0.43;24.50;
38.9940;-0.34;24.67;
38.9950;-0.45;25.08;
38.9960;-0.58;25.04;
38.9970;-0.61;25.70;
38.9980;-1.24;27.11;
38.9990;-1.38;27.37;
39.0000;-1.41;27.48;
39.0010;-0.84;25.99;
39.0020;-0.71;25.33;
